runname=input_Earth1.6_cmf0.05 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid] 
ir_comp_layer=[0,9267] 
ir_phase_layer=[0,914,4228] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3504217144418177e-05, 0.7520431961981274, 212401581231.49298, 217233404583.54584, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.752579005160238e-06, 0.6024742873203428, 564306625972.1136, 570449915902.4921, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 5.347798558293684e-06, 0.7997042474303777, 1074018368626.9144, 1088191890205.4612, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 3.818607950623138e-06, 1.3084146286619651, 1482398616322.5234, 1527328601301.2651, 7.4366550894550985, 2070246.6287796963, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
1388,6787721.798971,4548.610502,7.394864e+24,10.712073,3.624113e+10,2328.532311,1.230448e-05,0.797166,nan,3.125889e+11,3.056088e+11 
1389,6787123.058627,4549.034987,7.393287e+24,10.711679,3.627030e+10,2328.705525,1.230103e-05,0.797062,nan,3.126838e+11,3.057039e+11 
1390,6786524.318283,4549.459407,7.391711e+24,10.711285,3.629948e+10,2328.878686,1.229759e-05,0.796958,nan,3.127786e+11,3.057989e+11 
1391,6785925.577939,4549.883762,7.390134e+24,10.710890,3.632866e+10,2329.051795,1.229415e-05,0.796854,nan,3.128735e+11,3.058939e+11 
1392,6785326.837595,4550.308052,7.388558e+24,10.710495,3.635784e+10,2329.224851,1.229071e-05,0.796750,nan,3.129683e+11,3.059889e+11 
1393,6784728.097251,4550.732277,7.386982e+24,10.710100,3.638702e+10,2329.397855,1.228727e-05,0.796646,nan,3.130631e+11,3.060839e+11 
1394,6784129.356907,4551.156437,7.385406e+24,10.709706,3.641620e+10,2329.570807,1.228384e-05,0.796542,nan,3.131580e+11,3.061789e+11 
1395,6783530.616563,4551.580531,7.383830e+24,10.709310,3.644539e+10,2329.743706,1.228041e-05,0.796438,nan,3.132528e+11,3.062740e+11 
1396,6782931.876219,4552.004561,7.382254e+24,10.708915,3.647457e+10,2329.916553,1.227697e-05,0.796334,nan,3.133476e+11,3.063690e+11 
1397,6782333.135875,4552.428526,7.380678e+24,10.708520,3.650376e+10,2330.089348,1.227354e-05,0.796230,nan,3.134424e+11,3.064640e+11 
1398,6781734.395531,4552.852426,7.379103e+24,10.708125,3.653295e+10,2330.262090,1.227012e-05,0.796126,nan,3.135373e+11,3.065590e+11 
1399,6781135.655187,4553.276261,7.377527e+24,10.707729,3.656214e+10,2330.434780,1.226669e-05,0.796023,nan,3.136321e+11,3.066540e+11 
1400,6780536.914843,4553.700030,7.375952e+24,10.707333,3.659133e+10,2330.607418,1.226327e-05,0.795919,nan,3.137269e+11,3.067490e+11 
1401,6779938.174499,4554.123736,7.374377e+24,10.706938,3.662053e+10,2330.780004,1.225984e-05,0.795815,nan,3.138217e+11,3.068440e+11 
1402,6779339.434155,4554.547376,7.372802e+24,10.706542,3.664972e+10,2330.952537,1.225642e-05,0.795712,nan,3.139165e+11,3.069389e+11 
1403,6778740.693811,4554.970951,7.371227e+24,10.706146,3.667892e+10,2331.125019,1.225300e-05,0.795608,nan,3.140113e+11,3.070339e+11 
1404,6778141.953467,4555.394462,7.369652e+24,10.705750,3.670812e+10,2331.297448,1.224959e-05,0.795505,nan,3.141061e+11,3.071289e+11 
1405,6777543.213123,4555.817908,7.368078e+24,10.705354,3.673732e+10,2331.469825,1.224617e-05,0.795401,nan,3.142010e+11,3.072239e+11 
1406,6776944.472779,4556.241289,7.366503e+24,10.704957,3.676652e+10,2331.642151,1.224276e-05,0.795298,nan,3.142958e+11,3.073189e+11 
1407,6776345.732435,4556.664606,7.364929e+24,10.704561,3.679573e+10,2331.814424,1.223935e-05,0.795194,nan,3.143906e+11,3.074139e+11 
1408,6775746.992091,4557.087857,7.363355e+24,10.704164,3.682493e+10,2331.986645,1.223594e-05,0.795091,nan,3.144854e+11,3.075089e+11 
1409,6775148.251747,4557.511045,7.361780e+24,10.703767,3.685414e+10,2332.158814,1.223253e-05,0.794987,nan,3.145801e+11,3.076038e+11 
1410,6774549.511403,4557.934167,7.360207e+24,10.703371,3.688335e+10,2332.330931,1.222912e-05,0.794884,nan,3.146749e+11,3.076988e+11 
1411,6773950.771060,4558.357225,7.358633e+24,10.702974,3.691256e+10,2332.502997,1.222572e-05,0.794781,nan,3.147697e+11,3.077938e+11 
1412,6773352.030716,4558.780219,7.357059e+24,10.702577,3.694177e+10,2332.675010,1.222231e-05,0.794678,nan,3.148645e+11,3.078887e+11 
1413,6772753.290372,4559.203147,7.355485e+24,10.702180,3.697098e+10,2332.846972,1.221891e-05,0.794574,nan,3.149593e+11,3.079837e+11 
1414,6772154.550028,4559.626012,7.353912e+24,10.701782,3.700020e+10,2333.018882,1.221551e-05,0.794471,nan,3.150541e+11,3.080787e+11 
1415,6771555.809684,4560.048812,7.352339e+24,10.701385,3.702942e+10,2333.190740,1.221212e-05,0.794368,nan,3.151489e+11,3.081736e+11 
1416,6770957.069340,4560.471547,7.350765e+24,10.700987,3.705864e+10,2333.362546,1.220872e-05,0.794265,nan,3.152436e+11,3.082686e+11 
1417,6770358.328996,4560.894218,7.349192e+24,10.700590,3.708786e+10,2333.534300,1.220533e-05,0.794162,nan,3.153384e+11,3.083636e+11 
1418,6769759.588652,4561.316825,7.347620e+24,10.700192,3.711708e+10,2333.706003,1.220193e-05,0.794059,nan,3.154332e+11,3.084585e+11 
1419,6769160.848308,4561.739367,7.346047e+24,10.699794,3.714630e+10,2333.877654,1.219854e-05,0.793956,nan,3.155280e+11,3.085535e+11 
1420,6768562.107964,4562.161845,7.344474e+24,10.699396,3.717553e+10,2334.049253,1.219516e-05,0.793853,nan,3.156227e+11,3.086484e+11 
1421,6767963.367620,4562.584258,7.342902e+24,10.698998,3.720475e+10,2334.220801,1.219177e-05,0.793750,nan,3.157175e+11,3.087434e+11 
1422,6767364.627276,4563.006607,7.341329e+24,10.698600,3.723398e+10,2334.392297,1.218838e-05,0.793647,nan,3.158123e+11,3.088383e+11 
1423,6766765.886932,4563.428892,7.339757e+24,10.698202,3.726321e+10,2334.563742,1.218500e-05,0.793544,nan,3.159070e+11,3.089333e+11 
1424,6766167.146588,4563.851113,7.338185e+24,10.697803,3.729244e+10,2334.735135,1.218162e-05,0.793442,nan,3.160018e+11,3.090282e+11 
1425,6765568.406244,4564.273270,7.336613e+24,10.697405,3.732168e+10,2334.906476,1.217824e-05,0.793339,nan,3.160965e+11,3.091231e+11 
1426,6764969.665900,4564.695362,7.335041e+24,10.697006,3.735091e+10,2335.077766,1.217486e-05,0.793236,nan,3.161913e+11,3.092181e+11 
1427,6764370.925556,4565.117390,7.333469e+24,10.696608,3.738015e+10,2335.249005,1.217148e-05,0.793134,nan,3.162860e+11,3.093130e+11 
1428,6763772.185212,4565.539354,7.331898e+24,10.696209,3.740939e+10,2335.420192,1.216811e-05,0.793031,nan,3.163808e+11,3.094079e+11 
1429,6763173.444868,4565.961254,7.330326e+24,10.695810,3.743862e+10,2335.591327,1.216474e-05,0.792928,nan,3.164755e+11,3.095029e+11 
1430,6762574.704524,4566.383090,7.328755e+24,10.695411,3.746787e+10,2335.762411,1.216137e-05,0.792826,nan,3.165703e+11,3.095978e+11 
1431,6761975.964180,4566.804862,7.327184e+24,10.695011,3.749711e+10,2335.933444,1.215800e-05,0.792723,nan,3.166650e+11,3.096927e+11 
1432,6761377.223836,4567.226570,7.325613e+24,10.694612,3.752635e+10,2336.104426,1.215463e-05,0.792621,nan,3.167598e+11,3.097877e+11 
1433,6760778.483492,4567.648214,7.324042e+24,10.694213,3.755560e+10,2336.275356,1.215126e-05,0.792518,nan,3.168545e+11,3.098826e+11 
1434,6760179.743148,4568.069793,7.322471e+24,10.693813,3.758485e+10,2336.446235,1.214790e-05,0.792416,nan,3.169492e+11,3.099775e+11 
1435,6759581.002804,4568.491309,7.320900e+24,10.693413,3.761410e+10,2336.617062,1.214454e-05,0.792314,nan,3.170440e+11,3.100724e+11 
1436,6758982.262460,4568.912761,7.319330e+24,10.693014,3.764335e+10,2336.787838,1.214118e-05,0.792211,nan,3.171387e+11,3.101673e+11 
1437,6758383.522116,4569.334149,7.317760e+24,10.692614,3.767260e+10,2336.958564,1.213782e-05,0.792109,nan,3.172334e+11,3.102622e+11 
1438,6757784.781772,4569.755473,7.316189e+24,10.692214,3.770185e+10,2337.129238,1.213446e-05,0.792007,nan,3.173281e+11,3.103572e+11 
1439,6757186.041428,4570.176734,7.314619e+24,10.691813,3.773111e+10,2337.299860,1.213111e-05,0.791905,nan,3.174229e+11,3.104521e+11 
1440,6756587.301084,4570.597930,7.313049e+24,10.691413,3.776037e+10,2337.470432,1.212775e-05,0.791802,nan,3.175176e+11,3.105470e+11 
1441,6755988.560740,4571.019063,7.311479e+24,10.691013,3.778963e+10,2337.640953,1.212440e-05,0.791700,nan,3.176123e+11,3.106419e+11 
1442,6755389.820396,4571.440132,7.309910e+24,10.690612,3.781889e+10,2337.811422,1.212105e-05,0.791598,nan,3.177070e+11,3.107368e+11 
1443,6754791.080052,4571.861137,7.308340e+24,10.690212,3.784815e+10,2337.981841,1.211770e-05,0.791496,nan,3.178017e+11,3.108317e+11 
1444,6754192.339708,4572.282079,7.306771e+24,10.689811,3.787741e+10,2338.152208,1.211436e-05,0.791394,nan,3.178964e+11,3.109266e+11 
1445,6753593.599364,4572.702957,7.305201e+24,10.689410,3.790668e+10,2338.322524,1.211101e-05,0.791292,nan,3.179911e+11,3.110215e+11 
1446,6752994.859020,4573.123771,7.303632e+24,10.689009,3.793594e+10,2338.492790,1.210767e-05,0.791190,nan,3.180858e+11,3.111164e+11 
1447,6752396.118676,4573.544522,7.302063e+24,10.688608,3.796521e+10,2338.663004,1.210433e-05,0.791088,nan,3.181805e+11,3.112112e+11 
1448,6751797.378332,4573.965209,7.300494e+24,10.688207,3.799448e+10,2338.833168,1.210099e-05,0.790986,nan,3.182752e+11,3.113061e+11 
1449,6751198.637988,4574.385832,7.298925e+24,10.687806,3.802376e+10,2339.003281,1.209765e-05,0.790885,nan,3.183699e+11,3.114010e+11 
1450,6750599.897644,4574.806392,7.297357e+24,10.687404,3.805303e+10,2339.173343,1.209431e-05,0.790783,nan,3.184646e+11,3.114959e+11 
1451,6750001.157300,4575.226888,7.295788e+24,10.687003,3.808230e+10,2339.343354,1.209098e-05,0.790681,nan,3.185593e+11,3.115908e+11 
1452,6749402.416956,4575.647321,7.294220e+24,10.686601,3.811158e+10,2339.513314,1.208765e-05,0.790579,nan,3.186540e+11,3.116857e+11 
1453,6748803.676612,4576.067690,7.292652e+24,10.686200,3.814086e+10,2339.683223,1.208432e-05,0.790478,nan,3.187487e+11,3.117805e+11 
1454,6748204.936269,4576.487996,7.291083e+24,10.685798,3.817014e+10,2339.853082,1.208099e-05,0.790376,nan,3.188434e+11,3.118754e+11 
1455,6747606.195925,4576.908239,7.289515e+24,10.685396,3.819942e+10,2340.022890,1.207766e-05,0.790274,nan,3.189381e+11,3.119703e+11 
1456,6747007.455581,4577.328418,7.287948e+24,10.684994,3.822870e+10,2340.192647,1.207433e-05,0.790173,nan,3.190327e+11,3.120652e+11 
1457,6746408.715237,4577.748534,7.286380e+24,10.684592,3.825799e+10,2340.362353,1.207101e-05,0.790071,nan,3.191274e+11,3.121600e+11 
1458,6745809.974893,4578.168586,7.284812e+24,10.684189,3.828727e+10,2340.532009,1.206769e-05,0.789970,nan,3.192221e+11,3.122549e+11 
1459,6745211.234549,4578.588575,7.283245e+24,10.683787,3.831656e+10,2340.701615,1.206437e-05,0.789868,nan,3.193168e+11,3.123498e+11 
1460,6744612.494205,4579.008501,7.281678e+24,10.683384,3.834585e+10,2340.871169,1.206105e-05,0.789767,nan,3.194114e+11,3.124446e+11 
1461,6744013.753861,4579.428363,7.280110e+24,10.682982,3.837514e+10,2341.040673,1.205773e-05,0.789666,nan,3.195061e+11,3.125395e+11 
1462,6743415.013517,4579.848163,7.278543e+24,10.682579,3.840443e+10,2341.210127,1.205442e-05,0.789564,nan,3.196008e+11,3.126343e+11 
1463,6742816.273173,4580.267899,7.276977e+24,10.682176,3.843373e+10,2341.379530,1.205110e-05,0.789463,nan,3.196954e+11,3.127292e+11 
1464,6742217.532829,4580.687572,7.275410e+24,10.681773,3.846302e+10,2341.548882,1.204779e-05,0.789362,nan,3.197901e+11,3.128240e+11 
1465,6741618.792485,4581.107181,7.273843e+24,10.681370,3.849232e+10,2341.718184,1.204448e-05,0.789261,nan,3.198847e+11,3.129189e+11 
1466,6741020.052141,4581.526728,7.272277e+24,10.680967,3.852162e+10,2341.887436,1.204117e-05,0.789159,nan,3.199794e+11,3.130137e+11 
1467,6740421.311797,4581.946211,7.270710e+24,10.680563,3.855092e+10,2342.056637,1.203786e-05,0.789058,nan,3.200740e+11,3.131086e+11 
1468,6739822.571453,4582.365632,7.269144e+24,10.680160,3.858022e+10,2342.225788,1.203456e-05,0.788957,nan,3.201687e+11,3.132034e+11 
1469,6739223.831109,4582.784989,7.267578e+24,10.679756,3.860952e+10,2342.394888,1.203126e-05,0.788856,nan,3.202633e+11,3.132983e+11 
1470,6738625.090765,4583.204283,7.266012e+24,10.679353,3.863883e+10,2342.563938,1.202795e-05,0.788755,nan,3.203580e+11,3.133931e+11 
1471,6738026.350421,4583.623515,7.264446e+24,10.678949,3.866813e+10,2342.732938,1.202465e-05,0.788654,nan,3.204526e+11,3.134879e+11 
1472,6737427.610077,4584.042683,7.262881e+24,10.678545,3.869744e+10,2342.901888,1.202136e-05,0.788553,nan,3.205473e+11,3.135828e+11 
1473,6736828.869733,4584.461788,7.261315e+24,10.678141,3.872675e+10,2343.070787,1.201806e-05,0.788452,nan,3.206419e+11,3.136776e+11 
1474,6736230.129389,4584.880831,7.259750e+24,10.677737,3.875606e+10,2343.239636,1.201476e-05,0.788351,nan,3.207365e+11,3.137724e+11 
1475,6735631.389045,4585.299810,7.258184e+24,10.677333,3.878538e+10,2343.408434,1.201147e-05,0.788250,nan,3.208312e+11,3.138672e+11 
1476,6735032.648701,4585.718727,7.256619e+24,10.676928,3.881469e+10,2343.577183,1.200818e-05,0.788150,nan,3.209258e+11,3.139621e+11 
1477,6734433.908357,4586.137581,7.255054e+24,10.676524,3.884401e+10,2343.745881,1.200489e-05,0.788049,nan,3.210204e+11,3.140569e+11 
1478,6733835.168013,4586.556372,7.253489e+24,10.676119,3.887332e+10,2343.914530,1.200160e-05,0.787948,nan,3.211151e+11,3.141517e+11 
1479,6733236.427669,4586.975100,7.251925e+24,10.675715,3.890264e+10,2344.083128,1.199831e-05,0.787847,nan,3.212097e+11,3.142465e+11 
1480,6732637.687325,4587.393765,7.250360e+24,10.675310,3.893196e+10,2344.251676,1.199503e-05,0.787747,nan,3.213043e+11,3.143413e+11 
1481,6732038.946981,4587.812368,7.248795e+24,10.674905,3.896129e+10,2344.420174,1.199175e-05,0.787646,nan,3.213989e+11,3.144361e+11 
1482,6731440.206637,4588.230908,7.247231e+24,10.674500,3.899061e+10,2344.588622,1.198847e-05,0.787546,nan,3.214935e+11,3.145310e+11 
1483,6730841.466293,4588.649385,7.245667e+24,10.674095,3.901993e+10,2344.757020,1.198519e-05,0.787445,nan,3.215881e+11,3.146258e+11 
1484,6730242.725949,4589.067800,7.244103e+24,10.673689,3.904926e+10,2344.925368,1.198191e-05,0.787344,nan,3.216827e+11,3.147206e+11 
1485,6729643.985605,4589.486152,7.242539e+24,10.673284,3.907859e+10,2345.093666,1.197863e-05,0.787244,nan,3.217774e+11,3.148154e+11 
1486,6729045.245261,4589.904441,7.240975e+24,10.672879,3.910792e+10,2345.261914,1.197536e-05,0.787144,nan,3.218720e+11,3.149102e+11 
1487,6728446.504917,4590.322668,7.239412e+24,10.672473,3.913725e+10,2345.430113,1.197208e-05,0.787043,nan,3.219666e+11,3.150050e+11 
1488,6727847.764573,4590.740832,7.237848e+24,10.672067,3.916658e+10,2345.598261,1.196881e-05,0.786943,nan,3.220612e+11,3.150998e+11 
1489,6727249.024229,4591.158933,7.236285e+24,10.671661,3.919592e+10,2345.766360,1.196554e-05,0.786842,nan,3.221558e+11,3.151946e+11 
1490,6726650.283885,4591.576972,7.234721e+24,10.671256,3.922526e+10,2345.934408,1.196228e-05,0.786742,nan,3.222504e+11,3.152894e+11 
1491,6726051.543541,4591.994949,7.233158e+24,10.670849,3.925459e+10,2346.102407,1.195901e-05,0.786642,nan,3.223449e+11,3.153841e+11 
1492,6725452.803197,4592.412863,7.231595e+24,10.670443,3.928393e+10,2346.270356,1.195574e-05,0.786542,nan,3.224395e+11,3.154789e+11 
1493,6724854.062853,4592.830715,7.230032e+24,10.670037,3.931327e+10,2346.438256,1.195248e-05,0.786442,nan,3.225341e+11,3.155737e+11 
1494,6724255.322509,4593.248504,7.228470e+24,10.669631,3.934262e+10,2346.606105,1.194922e-05,0.786341,nan,3.226287e+11,3.156685e+11 
1495,6723656.582165,4593.666231,7.226907e+24,10.669224,3.937196e+10,2346.773905,1.194596e-05,0.786241,nan,3.227233e+11,3.157633e+11 
1496,6723057.841821,4594.083895,7.225345e+24,10.668818,3.940131e+10,2346.941656,1.194270e-05,0.786141,nan,3.228179e+11,3.158581e+11 
1497,6722459.101478,4594.501497,7.223782e+24,10.668411,3.943065e+10,2347.109356,1.193945e-05,0.786041,nan,3.229124e+11,3.159528e+11 
1498,6721860.361134,4594.919037,7.222220e+24,10.668004,3.946000e+10,2347.277007,1.193619e-05,0.785941,nan,3.230070e+11,3.160476e+11 
1499,6721261.620790,4595.336514,7.220658e+24,10.667597,3.948935e+10,2347.444609,1.193294e-05,0.785841,nan,3.231016e+11,3.161424e+11 
1500,6720662.880446,4595.753930,7.219096e+24,10.667190,3.951870e+10,2347.612161,1.192969e-05,0.785741,nan,3.231962e+11,3.162372e+11 
1501,6720064.140102,4596.171283,7.217535e+24,10.666783,3.954806e+10,2347.779663,1.192644e-05,0.785641,nan,3.232907e+11,3.163319e+11 
1502,6719465.399758,4596.588573,7.215973e+24,10.666375,3.957741e+10,2347.947116,1.192319e-05,0.785542,nan,3.233853e+11,3.164267e+11 
1503,6718866.659414,4597.005802,7.214412e+24,10.665968,3.960677e+10,2348.114519,1.191994e-05,0.785442,nan,3.234799e+11,3.165214e+11 
1504,6718267.919070,4597.422968,7.212850e+24,10.665561,3.963613e+10,2348.281873,1.191670e-05,0.785342,nan,3.235744e+11,3.166162e+11 
1505,6717669.178726,4597.840072,7.211289e+24,10.665153,3.966549e+10,2348.449177,1.191346e-05,0.785242,nan,3.236690e+11,3.167110e+11 
1506,6717070.438382,4598.257115,7.209728e+24,10.664745,3.969485e+10,2348.616432,1.191022e-05,0.785143,nan,3.237635e+11,3.168057e+11 
1507,6716471.698038,4598.674095,7.208167e+24,10.664337,3.972421e+10,2348.783638,1.190698e-05,0.785043,nan,3.238581e+11,3.169005e+11 
1508,6715872.957694,4599.091013,7.206606e+24,10.663929,3.975357e+10,2348.950794,1.190374e-05,0.784943,nan,3.239526e+11,3.169952e+11 
1509,6715274.217350,4599.507868,7.205046e+24,10.663521,3.978294e+10,2349.117901,1.190050e-05,0.784844,nan,3.240472e+11,3.170900e+11 
1510,6714675.477006,4599.924662,7.203485e+24,10.663113,3.981231e+10,2349.284959,1.189727e-05,0.784744,nan,3.241417e+11,3.171847e+11 
1511,6714076.736662,4600.341394,7.201925e+24,10.662705,3.984167e+10,2349.451967,1.189403e-05,0.784645,nan,3.242363e+11,3.172795e+11 
1512,6713477.996318,4600.758064,7.200364e+24,10.662296,3.987104e+10,2349.618926,1.189080e-05,0.784545,nan,3.243308e+11,3.173742e+11 
1513,6712879.255974,4601.174672,7.198804e+24,10.661888,3.990042e+10,2349.785836,1.188757e-05,0.784446,nan,3.244254e+11,3.174689e+11 
1514,6712280.515630,4601.591218,7.197244e+24,10.661479,3.992979e+10,2349.952696,1.188435e-05,0.784346,nan,3.245199e+11,3.175637e+11 
1515,6711681.775286,4602.007702,7.195685e+24,10.661070,3.995916e+10,2350.119507,1.188112e-05,0.784247,nan,3.246144e+11,3.176584e+11 
1516,6711083.034942,4602.424125,7.194125e+24,10.660662,3.998854e+10,2350.286270,1.187789e-05,0.784147,nan,3.247090e+11,3.177531e+11 
1517,6710484.294598,4602.840485,7.192565e+24,10.660253,4.001792e+10,2350.452983,1.187467e-05,0.784048,nan,3.248035e+11,3.178479e+11 
1518,6709885.554254,4603.256784,7.191006e+24,10.659844,4.004730e+10,2350.619647,1.187145e-05,0.783949,nan,3.248980e+11,3.179426e+11 
1519,6709286.813910,4603.673020,7.189447e+24,10.659434,4.007668e+10,2350.786261,1.186823e-05,0.783850,nan,3.249925e+11,3.180373e+11 
1520,6708688.073566,4604.089195,7.187887e+24,10.659025,4.010606e+10,2350.952827,1.186501e-05,0.783751,nan,3.250871e+11,3.181320e+11 
1521,6708089.333222,4604.505309,7.186328e+24,10.658616,4.013545e+10,2351.119344,1.186180e-05,0.783651,nan,3.251816e+11,3.182268e+11 
1522,6707490.592878,4604.921360,7.184770e+24,10.658206,4.016483e+10,2351.285812,1.185858e-05,0.783552,nan,3.252761e+11,3.183215e+11 
1523,6706891.852534,4605.337350,7.183211e+24,10.657796,4.019422e+10,2351.452230,1.185537e-05,0.783453,nan,3.253706e+11,3.184162e+11 
1524,6706293.112190,4605.753278,7.181652e+24,10.657387,4.022361e+10,2351.618600,1.185216e-05,0.783354,nan,3.254651e+11,3.185109e+11 
1525,6705694.371846,4606.169145,7.180094e+24,10.656977,4.025300e+10,2351.784921,1.184895e-05,0.783255,nan,3.255596e+11,3.186056e+11 
1526,6705095.631502,4606.584950,7.178536e+24,10.656567,4.028239e+10,2351.951193,1.184574e-05,0.783156,nan,3.256541e+11,3.187003e+11 
1527,6704496.891158,4607.000693,7.176977e+24,10.656157,4.031178e+10,2352.117416,1.184253e-05,0.783057,nan,3.257486e+11,3.187950e+11 
1528,6703898.150814,4607.416375,7.175419e+24,10.655746,4.034118e+10,2352.283590,1.183933e-05,0.782958,nan,3.258431e+11,3.188898e+11 
1529,6703299.410470,4607.831995,7.173861e+24,10.655336,4.037057e+10,2352.449715,1.183612e-05,0.782859,nan,3.259376e+11,3.189845e+11 
1530,6702700.670126,4608.247553,7.172304e+24,10.654926,4.039997e+10,2352.615792,1.183292e-05,0.782761,nan,3.260321e+11,3.190792e+11 
1531,6702101.929782,4608.663050,7.170746e+24,10.654515,4.042937e+10,2352.781819,1.182972e-05,0.782662,nan,3.261266e+11,3.191739e+11 
1532,6701503.189438,4609.078486,7.169188e+24,10.654104,4.045877e+10,2352.947798,1.182652e-05,0.782563,nan,3.262211e+11,3.192685e+11 
1533,6700904.449094,4609.493860,7.167631e+24,10.653694,4.048817e+10,2353.113728,1.182333e-05,0.782464,nan,3.263156e+11,3.193632e+11 
1534,6700305.708750,4609.909173,7.166074e+24,10.653283,4.051758e+10,2353.279610,1.182013e-05,0.782366,nan,3.264101e+11,3.194579e+11 
1535,6699706.968406,4610.324424,7.164517e+24,10.652872,4.054698e+10,2353.445443,1.181694e-05,0.782267,nan,3.265046e+11,3.195526e+11 
1536,6699108.228062,4610.739614,7.162960e+24,10.652461,4.057639e+10,2353.611227,1.181375e-05,0.782168,nan,3.265990e+11,3.196473e+11 
1537,6698509.487718,4611.154743,7.161403e+24,10.652049,4.060580e+10,2353.776962,1.181055e-05,0.782070,nan,3.266935e+11,3.197420e+11 
1538,6697910.747374,4611.569810,7.159846e+24,10.651638,4.063521e+10,2353.942649,1.180737e-05,0.781971,nan,3.267880e+11,3.198367e+11 
1539,6697312.007030,4611.984816,7.158290e+24,10.651227,4.066462e+10,2354.108287,1.180418e-05,0.781873,nan,3.268825e+11,3.199314e+11 
1540,6696713.266687,4612.399761,7.156734e+24,10.650815,4.069403e+10,2354.273877,1.180099e-05,0.781774,nan,3.269769e+11,3.200260e+11 
1541,6696114.526343,4612.814644,7.155177e+24,10.650403,4.072344e+10,2354.439418,1.179781e-05,0.781676,nan,3.270714e+11,3.201207e+11 
1542,6695515.785999,4613.229466,7.153621e+24,10.649992,4.075286e+10,2354.604911,1.179463e-05,0.781577,nan,3.271659e+11,3.202154e+11 
1543,6694917.045655,4613.644227,7.152065e+24,10.649580,4.078228e+10,2354.770355,1.179145e-05,0.781479,nan,3.272603e+11,3.203100e+11 
1544,6694318.305311,4614.058927,7.150509e+24,10.649168,4.081170e+10,2354.935750,1.178827e-05,0.781381,nan,3.273548e+11,3.204047e+11 
1545,6693719.564967,4614.473566,7.148954e+24,10.648756,4.084112e+10,2355.101097,1.178509e-05,0.781282,nan,3.274493e+11,3.204994e+11 
1546,6693120.824623,4614.888143,7.147398e+24,10.648343,4.087054e+10,2355.266396,1.178191e-05,0.781184,nan,3.275437e+11,3.205940e+11 
1547,6692522.084279,4615.302659,7.145843e+24,10.647931,4.089996e+10,2355.431646,1.177874e-05,0.781086,nan,3.276382e+11,3.206887e+11 
1548,6691923.343935,4615.717115,7.144287e+24,10.647519,4.092939e+10,2355.596848,1.177557e-05,0.780988,nan,3.277326e+11,3.207834e+11 
1549,6691324.603591,4616.131509,7.142732e+24,10.647106,4.095881e+10,2355.762002,1.177240e-05,0.780890,nan,3.278271e+11,3.208780e+11 
1550,6690725.863247,4616.545842,7.141177e+24,10.646693,4.098824e+10,2355.927107,1.176923e-05,0.780791,nan,3.279215e+11,3.209727e+11 
