runname=input_Earth 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid,solid] 
ir_comp_layer=[0,5678] 
ir_phase_layer=[0,1238,5295,10270] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3347850228117743e-05, 0.7459369579289227, 215373834693.77478, 219528819215.5574, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.639267439902973e-06, 0.5977350803215429, 573403318632.4905, 578673568035.1329, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 8.114115062319741e-06, 0.9714644807972537, 767621201686.7317, 781843694922.8562, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 5.071781924046409e-06, 1.3906064461387704, 1185539027717.2808, 1231726587225.441, 1, 1, 0, 840.0],[207090000000.0, 5.64, 1.6, 0.92, 4e-05, 3, 7399.7484, 7.186760549386661e-06, 0.9451304579076872, 2206278268426.024, 2290378904830.522, 10.760757003919487, 3495833.023854817, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
144,6241100.015195,3582.323405,5.845776e+24,10.016391,2.555561e+09,1756.419580,1.891508e-05,0.952094,nan,1.426289e+11,1.382557e+11 
145,6240603.942374,3582.770426,5.844906e+24,10.016493,2.573362e+09,1756.628227,1.890800e-05,0.951845,nan,1.426995e+11,1.383264e+11 
146,6240107.869553,3583.217341,5.844036e+24,10.016594,2.591166e+09,1756.836769,1.890093e-05,0.951596,nan,1.427701e+11,1.383970e+11 
147,6239611.796732,3583.664152,5.843166e+24,10.016696,2.608972e+09,1757.045207,1.889386e-05,0.951346,nan,1.428407e+11,1.384676e+11 
148,6239115.723911,3584.110858,5.842296e+24,10.016798,2.626780e+09,1757.253540,1.888680e-05,0.951097,nan,1.429113e+11,1.385382e+11 
149,6238619.651091,3584.557459,5.841427e+24,10.016900,2.644591e+09,1757.461768,1.887974e-05,0.950849,nan,1.429819e+11,1.386088e+11 
150,6238123.578270,3585.003955,5.840557e+24,10.017001,2.662404e+09,1757.669892,1.887268e-05,0.950600,nan,1.430525e+11,1.386794e+11 
151,6237627.505449,3585.450347,5.839687e+24,10.017103,2.680220e+09,1757.877911,1.886564e-05,0.950351,nan,1.431230e+11,1.387501e+11 
152,6237131.432628,3585.896634,5.838818e+24,10.017204,2.698038e+09,1758.085826,1.885859e-05,0.950103,nan,1.431936e+11,1.388207e+11 
153,6236635.359807,3586.342817,5.837948e+24,10.017306,2.715859e+09,1758.293637,1.885155e-05,0.949855,nan,1.432642e+11,1.388913e+11 
154,6236139.286986,3586.788896,5.837079e+24,10.017407,2.733681e+09,1758.501343,1.884452e-05,0.949607,nan,1.433348e+11,1.389619e+11 
155,6235643.214165,3587.234871,5.836209e+24,10.017509,2.751507e+09,1758.708946,1.883749e-05,0.949359,nan,1.434054e+11,1.390325e+11 
156,6235147.141344,3587.680741,5.835340e+24,10.017610,2.769334e+09,1758.916445,1.883047e-05,0.949111,nan,1.434759e+11,1.391031e+11 
157,6234651.068523,3588.126508,5.834470e+24,10.017712,2.787164e+09,1759.123839,1.882345e-05,0.948863,nan,1.435465e+11,1.391737e+11 
158,6234154.995702,3588.572171,5.833601e+24,10.017813,2.804997e+09,1759.331131,1.881644e-05,0.948616,nan,1.436171e+11,1.392443e+11 
159,6233658.922881,3589.017729,5.832731e+24,10.017914,2.822832e+09,1759.538318,1.880944e-05,0.948369,nan,1.436876e+11,1.393149e+11 
160,6233162.850060,3589.463185,5.831862e+24,10.018015,2.840669e+09,1759.745402,1.880243e-05,0.948122,nan,1.437582e+11,1.393855e+11 
161,6232666.777239,3589.908536,5.830993e+24,10.018116,2.858508e+09,1759.952382,1.879544e-05,0.947875,nan,1.438288e+11,1.394561e+11 
162,6232170.704418,3590.353784,5.830123e+24,10.018218,2.876350e+09,1760.159260,1.878845e-05,0.947628,nan,1.438993e+11,1.395267e+11 
163,6231674.631597,3590.798929,5.829254e+24,10.018319,2.894195e+09,1760.366034,1.878146e-05,0.947381,nan,1.439699e+11,1.395973e+11 
164,6231178.558776,3591.243970,5.828385e+24,10.018420,2.912042e+09,1760.572704,1.877448e-05,0.947135,nan,1.440404e+11,1.396679e+11 
165,6230682.485955,3591.688909,5.827515e+24,10.018521,2.929891e+09,1760.779272,1.876750e-05,0.946888,nan,1.441110e+11,1.397385e+11 
166,6230186.413134,3592.133744,5.826646e+24,10.018622,2.947742e+09,1760.985737,1.876053e-05,0.946642,nan,1.441816e+11,1.398091e+11 
167,6229690.340313,3592.578476,5.825777e+24,10.018723,2.965596e+09,1761.192099,1.875356e-05,0.946396,nan,1.442521e+11,1.398797e+11 
168,6229194.267492,3593.023105,5.824908e+24,10.018823,2.983453e+09,1761.398358,1.874660e-05,0.946150,nan,1.443227e+11,1.399503e+11 
169,6228698.194671,3593.467631,5.824039e+24,10.018924,3.001312e+09,1761.604514,1.873965e-05,0.945904,nan,1.443932e+11,1.400209e+11 
170,6228202.121850,3593.912054,5.823170e+24,10.019025,3.019173e+09,1761.810568,1.873269e-05,0.945659,nan,1.444638e+11,1.400915e+11 
171,6227706.049029,3594.356375,5.822301e+24,10.019126,3.037036e+09,1762.016520,1.872575e-05,0.945413,nan,1.445343e+11,1.401621e+11 
172,6227209.976208,3594.800594,5.821432e+24,10.019227,3.054902e+09,1762.222369,1.871881e-05,0.945168,nan,1.446049e+11,1.402327e+11 
173,6226713.903387,3595.244709,5.820563e+24,10.019327,3.072771e+09,1762.428116,1.871187e-05,0.944923,nan,1.446754e+11,1.403033e+11 
174,6226217.830566,3595.688723,5.819694e+24,10.019428,3.090641e+09,1762.633761,1.870494e-05,0.944678,nan,1.447460e+11,1.403739e+11 
175,6225721.757745,3596.132634,5.818825e+24,10.019528,3.108514e+09,1762.839303,1.869801e-05,0.944433,nan,1.448165e+11,1.404445e+11 
176,6225225.684924,3596.576443,5.817956e+24,10.019629,3.126390e+09,1763.044744,1.869109e-05,0.944188,nan,1.448870e+11,1.405150e+11 
177,6224729.612103,3597.020150,5.817087e+24,10.019729,3.144268e+09,1763.250083,1.868418e-05,0.943943,nan,1.449576e+11,1.405856e+11 
178,6224233.539282,3597.463755,5.816218e+24,10.019830,3.162148e+09,1763.455320,1.867727e-05,0.943699,nan,1.450281e+11,1.406562e+11 
179,6223737.466461,3597.907258,5.815350e+24,10.019930,3.180030e+09,1763.660455,1.867036e-05,0.943455,nan,1.450986e+11,1.407268e+11 
180,6223241.393640,3598.350659,5.814481e+24,10.020031,3.197915e+09,1763.865489,1.866346e-05,0.943211,nan,1.451692e+11,1.407974e+11 
181,6222745.320819,3598.793959,5.813612e+24,10.020131,3.215803e+09,1764.070421,1.865656e-05,0.942967,nan,1.452397e+11,1.408680e+11 
182,6222249.247998,3599.237156,5.812743e+24,10.020231,3.233693e+09,1764.275252,1.864967e-05,0.942723,nan,1.453102e+11,1.409385e+11 
183,6221753.175177,3599.680253,5.811875e+24,10.020332,3.251585e+09,1764.479981,1.864279e-05,0.942479,nan,1.453808e+11,1.410091e+11 
184,6221257.102356,3600.123248,5.811006e+24,10.020432,3.269479e+09,1764.684610,1.863590e-05,0.942236,nan,1.454513e+11,1.410797e+11 
185,6220761.029535,3600.566141,5.810137e+24,10.020532,3.287376e+09,1764.889137,1.862903e-05,0.941992,nan,1.455218e+11,1.411503e+11 
186,6220264.956714,3601.008934,5.809269e+24,10.020632,3.305276e+09,1765.093563,1.862216e-05,0.941749,nan,1.455923e+11,1.412208e+11 
187,6219768.883893,3601.451625,5.808400e+24,10.020732,3.323177e+09,1765.297888,1.861529e-05,0.941506,nan,1.456629e+11,1.412914e+11 
188,6219272.811072,3601.894215,5.807532e+24,10.020832,3.341081e+09,1765.502112,1.860843e-05,0.941263,nan,1.457334e+11,1.413620e+11 
189,6218776.738251,3602.336704,5.806663e+24,10.020932,3.358988e+09,1765.706236,1.860157e-05,0.941020,nan,1.458039e+11,1.414325e+11 
190,6218280.665430,3602.779092,5.805795e+24,10.021032,3.376896e+09,1765.910259,1.859472e-05,0.940778,nan,1.458744e+11,1.415031e+11 
191,6217784.592609,3603.221379,5.804926e+24,10.021132,3.394808e+09,1766.114181,1.858787e-05,0.940535,nan,1.459449e+11,1.415737e+11 
192,6217288.519788,3603.663566,5.804058e+24,10.021232,3.412721e+09,1766.318003,1.858103e-05,0.940293,nan,1.460155e+11,1.416443e+11 
193,6216792.446967,3604.105652,5.803190e+24,10.021332,3.430637e+09,1766.521725,1.857420e-05,0.940051,nan,1.460860e+11,1.417148e+11 
194,6216296.374146,3604.547637,5.802321e+24,10.021432,3.448555e+09,1766.725346,1.856736e-05,0.939809,nan,1.461565e+11,1.417854e+11 
195,6215800.301325,3604.989522,5.801453e+24,10.021531,3.466476e+09,1766.928867,1.856054e-05,0.939567,nan,1.462270e+11,1.418560e+11 
196,6215304.228504,3605.431307,5.800585e+24,10.021631,3.484399e+09,1767.132288,1.855372e-05,0.939325,nan,1.462975e+11,1.419265e+11 
197,6214808.155683,3605.872992,5.799717e+24,10.021731,3.502325e+09,1767.335609,1.854690e-05,0.939083,nan,1.463680e+11,1.419971e+11 
198,6214312.082862,3606.314576,5.798848e+24,10.021830,3.520252e+09,1767.538830,1.854009e-05,0.938842,nan,1.464385e+11,1.420676e+11 
199,6213816.010041,3606.756060,5.797980e+24,10.021930,3.538183e+09,1767.741952,1.853328e-05,0.938601,nan,1.465090e+11,1.421382e+11 
200,6213319.937220,3607.197444,5.797112e+24,10.022030,3.556115e+09,1767.944973,1.852648e-05,0.938359,nan,1.465795e+11,1.422088e+11 
201,6212823.864399,3607.638729,5.796244e+24,10.022129,3.574050e+09,1768.147895,1.851968e-05,0.938118,nan,1.466500e+11,1.422793e+11 
202,6212327.791578,3608.079913,5.795376e+24,10.022229,3.591987e+09,1768.350718,1.851289e-05,0.937877,nan,1.467205e+11,1.423499e+11 
203,6211831.718757,3608.520998,5.794508e+24,10.022328,3.609927e+09,1768.553441,1.850610e-05,0.937637,nan,1.467910e+11,1.424204e+11 
204,6211335.645936,3608.961983,5.793640e+24,10.022427,3.627869e+09,1768.756064,1.849932e-05,0.937396,nan,1.468615e+11,1.424910e+11 
205,6210839.573115,3609.402869,5.792772e+24,10.022527,3.645814e+09,1768.958589,1.849254e-05,0.937156,nan,1.469320e+11,1.425615e+11 
206,6210343.500294,3609.843655,5.791904e+24,10.022626,3.663760e+09,1769.161014,1.848576e-05,0.936915,nan,1.470025e+11,1.426321e+11 
207,6209847.427473,3610.284342,5.791036e+24,10.022725,3.681710e+09,1769.363340,1.847900e-05,0.936675,nan,1.470730e+11,1.427026e+11 
208,6209351.354652,3610.724930,5.790168e+24,10.022825,3.699661e+09,1769.565568,1.847223e-05,0.936435,nan,1.471435e+11,1.427732e+11 
209,6208855.281831,3611.165418,5.789301e+24,10.022924,3.717615e+09,1769.767696,1.846547e-05,0.936195,nan,1.472140e+11,1.428437e+11 
210,6208359.209010,3611.605807,5.788433e+24,10.023023,3.735571e+09,1769.969725,1.845872e-05,0.935956,nan,1.472845e+11,1.429143e+11 
211,6207863.136189,3612.046098,5.787565e+24,10.023122,3.753530e+09,1770.171656,1.845197e-05,0.935716,nan,1.473549e+11,1.429848e+11 
212,6207367.063368,3612.486289,5.786697e+24,10.023221,3.771491e+09,1770.373488,1.844522e-05,0.935477,nan,1.474254e+11,1.430554e+11 
213,6206870.990547,3612.926381,5.785830e+24,10.023320,3.789454e+09,1770.575222,1.843849e-05,0.935237,nan,1.474959e+11,1.431259e+11 
214,6206374.917726,3613.366375,5.784962e+24,10.023419,3.807420e+09,1770.776857,1.843175e-05,0.934998,nan,1.475664e+11,1.431965e+11 
215,6205878.844905,3613.806270,5.784094e+24,10.023518,3.825388e+09,1770.978394,1.842502e-05,0.934759,nan,1.476369e+11,1.432670e+11 
216,6205382.772084,3614.246067,5.783227e+24,10.023617,3.843358e+09,1771.179833,1.841830e-05,0.934520,nan,1.477074e+11,1.433376e+11 
217,6204886.699263,3614.685765,5.782359e+24,10.023716,3.861331e+09,1771.381173,1.841157e-05,0.934282,nan,1.477778e+11,1.434081e+11 
218,6204390.626442,3615.125365,5.781492e+24,10.023815,3.879306e+09,1771.582416,1.840486e-05,0.934043,nan,1.478483e+11,1.434786e+11 
219,6203894.553621,3615.564866,5.780624e+24,10.023914,3.897284e+09,1771.783560,1.839815e-05,0.933805,nan,1.479188e+11,1.435492e+11 
220,6203398.480800,3616.004269,5.779757e+24,10.024013,3.915264e+09,1771.984607,1.839144e-05,0.933566,nan,1.479893e+11,1.436197e+11 
221,6202902.407979,3616.443574,5.778889e+24,10.024111,3.933246e+09,1772.185556,1.838474e-05,0.933328,nan,1.480597e+11,1.436903e+11 
222,6202406.335158,3616.882782,5.778022e+24,10.024210,3.951231e+09,1772.386407,1.837804e-05,0.933090,nan,1.481302e+11,1.437608e+11 
223,6201910.262337,3617.321891,5.777154e+24,10.024309,3.969218e+09,1772.587160,1.837135e-05,0.932852,nan,1.482007e+11,1.438313e+11 
224,6201414.189517,3617.760902,5.776287e+24,10.024407,3.987207e+09,1772.787816,1.836466e-05,0.932615,nan,1.482711e+11,1.439019e+11 
225,6200918.116696,3618.199815,5.775420e+24,10.024506,4.005199e+09,1772.988374,1.835798e-05,0.932377,nan,1.483416e+11,1.439724e+11 
226,6200422.043875,3618.638631,5.774553e+24,10.024604,4.023193e+09,1773.188835,1.835130e-05,0.932140,nan,1.484121e+11,1.440429e+11 
227,6199925.971054,3619.077349,5.773685e+24,10.024703,4.041189e+09,1773.389199,1.834463e-05,0.931903,nan,1.484825e+11,1.441135e+11 
228,6199429.898233,3619.515970,5.772818e+24,10.024801,4.059188e+09,1773.589466,1.833796e-05,0.931665,nan,1.485530e+11,1.441840e+11 
229,6198933.825412,3619.954493,5.771951e+24,10.024900,4.077189e+09,1773.789636,1.833130e-05,0.931428,nan,1.486235e+11,1.442545e+11 
230,6198437.752591,3620.392919,5.771084e+24,10.024998,4.095193e+09,1773.989708,1.832464e-05,0.931192,nan,1.486939e+11,1.443251e+11 
231,6197941.679770,3620.831247,5.770217e+24,10.025097,4.113199e+09,1774.189684,1.831799e-05,0.930955,nan,1.487644e+11,1.443956e+11 
232,6197445.606949,3621.269479,5.769350e+24,10.025195,4.131207e+09,1774.389563,1.831134e-05,0.930718,nan,1.488348e+11,1.444661e+11 
233,6196949.534128,3621.707613,5.768483e+24,10.025293,4.149217e+09,1774.589345,1.830469e-05,0.930482,nan,1.489053e+11,1.445366e+11 
234,6196453.461307,3622.145650,5.767616e+24,10.025391,4.167230e+09,1774.789030,1.829805e-05,0.930246,nan,1.489757e+11,1.446072e+11 
235,6195957.388486,3622.583591,5.766749e+24,10.025490,4.185246e+09,1774.988619,1.829142e-05,0.930009,nan,1.490462e+11,1.446777e+11 
236,6195461.315665,3623.021434,5.765882e+24,10.025588,4.203263e+09,1775.188112,1.828479e-05,0.929773,nan,1.491166e+11,1.447482e+11 
237,6194965.242844,3623.459181,5.765015e+24,10.025686,4.221283e+09,1775.387508,1.827816e-05,0.929538,nan,1.491871e+11,1.448187e+11 
238,6194469.170023,3623.896831,5.764148e+24,10.025784,4.239306e+09,1775.586808,1.827154e-05,0.929302,nan,1.492575e+11,1.448893e+11 
239,6193973.097202,3624.334385,5.763281e+24,10.025882,4.257330e+09,1775.786011,1.826492e-05,0.929066,nan,1.493280e+11,1.449598e+11 
240,6193477.024381,3624.771842,5.762414e+24,10.025980,4.275357e+09,1775.985119,1.825831e-05,0.928831,nan,1.493984e+11,1.450303e+11 
241,6192980.951560,3625.209203,5.761548e+24,10.026078,4.293387e+09,1776.184130,1.825170e-05,0.928595,nan,1.494689e+11,1.451008e+11 
242,6192484.878739,3625.646467,5.760681e+24,10.026176,4.311419e+09,1776.383046,1.824510e-05,0.928360,nan,1.495393e+11,1.451713e+11 
243,6191988.805918,3626.083635,5.759814e+24,10.026274,4.329453e+09,1776.581865,1.823850e-05,0.928125,nan,1.496098e+11,1.452419e+11 
244,6191492.733097,3626.520707,5.758948e+24,10.026372,4.347489e+09,1776.780589,1.823191e-05,0.927890,nan,1.496802e+11,1.453124e+11 
245,6190996.660276,3626.957683,5.758081e+24,10.026469,4.365528e+09,1776.979217,1.822532e-05,0.927656,nan,1.497506e+11,1.453829e+11 
246,6190500.587455,3627.394563,5.757214e+24,10.026567,4.383569e+09,1777.177750,1.821873e-05,0.927421,nan,1.498211e+11,1.454534e+11 
247,6190004.514634,3627.831347,5.756348e+24,10.026665,4.401613e+09,1777.376187,1.821215e-05,0.927187,nan,1.498915e+11,1.455239e+11 
248,6189508.441813,3628.268035,5.755481e+24,10.026763,4.419658e+09,1777.574529,1.820558e-05,0.926952,nan,1.499620e+11,1.455944e+11 
249,6189012.368992,3628.704627,5.754615e+24,10.026860,4.437707e+09,1777.772775,1.819901e-05,0.926718,nan,1.500324e+11,1.456649e+11 
250,6188516.296171,3629.141124,5.753748e+24,10.026958,4.455757e+09,1777.970926,1.819244e-05,0.926484,nan,1.501028e+11,1.457355e+11 
251,6188020.223350,3629.577526,5.752882e+24,10.027056,4.473810e+09,1778.168982,1.818588e-05,0.926250,nan,1.501732e+11,1.458060e+11 
252,6187524.150529,3630.013831,5.752016e+24,10.027153,4.491865e+09,1778.366943,1.817932e-05,0.926016,nan,1.502437e+11,1.458765e+11 
253,6187028.077708,3630.450042,5.751149e+24,10.027251,4.509923e+09,1778.564809,1.817277e-05,0.925783,nan,1.503141e+11,1.459470e+11 
254,6186532.004887,3630.886157,5.750283e+24,10.027348,4.527983e+09,1778.762580,1.816622e-05,0.925549,nan,1.503845e+11,1.460175e+11 
255,6186035.932066,3631.322176,5.749417e+24,10.027446,4.546045e+09,1778.960256,1.815968e-05,0.925316,nan,1.504550e+11,1.460880e+11 
256,6185539.859245,3631.758101,5.748550e+24,10.027543,4.564110e+09,1779.157838,1.815314e-05,0.925083,nan,1.505254e+11,1.461585e+11 
257,6185043.786424,3632.193931,5.747684e+24,10.027640,4.582177e+09,1779.355324,1.814661e-05,0.924849,nan,1.505958e+11,1.462290e+11 
258,6184547.713603,3632.629665,5.746818e+24,10.027738,4.600246e+09,1779.552717,1.814008e-05,0.924617,nan,1.506662e+11,1.462995e+11 
259,6184051.640782,3633.065305,5.745952e+24,10.027835,4.618318e+09,1779.750014,1.813356e-05,0.924384,nan,1.507367e+11,1.463700e+11 
260,6183555.567961,3633.500850,5.745086e+24,10.027932,4.636392e+09,1779.947218,1.812704e-05,0.924151,nan,1.508071e+11,1.464405e+11 
261,6183059.495140,3633.936300,5.744220e+24,10.028030,4.654468e+09,1780.144327,1.812052e-05,0.923918,nan,1.508775e+11,1.465110e+11 
262,6182563.422319,3634.371655,5.743354e+24,10.028127,4.672547e+09,1780.341342,1.811401e-05,0.923686,nan,1.509479e+11,1.465815e+11 
263,6182067.349498,3634.806916,5.742488e+24,10.028224,4.690628e+09,1780.538262,1.810750e-05,0.923454,nan,1.510183e+11,1.466520e+11 
264,6181571.276677,3635.242083,5.741622e+24,10.028321,4.708711e+09,1780.735089,1.810100e-05,0.923222,nan,1.510887e+11,1.467225e+11 
265,6181075.203856,3635.677155,5.740756e+24,10.028418,4.726797e+09,1780.931822,1.809450e-05,0.922990,nan,1.511592e+11,1.467930e+11 
266,6180579.131035,3636.112132,5.739890e+24,10.028515,4.744885e+09,1781.128461,1.808801e-05,0.922758,nan,1.512296e+11,1.468635e+11 
267,6180083.058214,3636.547016,5.739024e+24,10.028612,4.762975e+09,1781.325006,1.808152e-05,0.922526,nan,1.513000e+11,1.469340e+11 
268,6179586.985393,3636.981805,5.738158e+24,10.028709,4.781068e+09,1781.521457,1.807504e-05,0.922295,nan,1.513704e+11,1.470045e+11 
269,6179090.912572,3637.416500,5.737293e+24,10.028806,4.799163e+09,1781.717815,1.806856e-05,0.922063,nan,1.514408e+11,1.470750e+11 
270,6178594.839751,3637.851101,5.736427e+24,10.028903,4.817260e+09,1781.914079,1.806208e-05,0.921832,nan,1.515112e+11,1.471455e+11 
271,6178098.766930,3638.285609,5.735561e+24,10.029000,4.835360e+09,1782.110249,1.805561e-05,0.921601,nan,1.515816e+11,1.472160e+11 
272,6177602.694109,3638.720022,5.734695e+24,10.029097,4.853462e+09,1782.306327,1.804915e-05,0.921370,nan,1.516520e+11,1.472865e+11 
273,6177106.621288,3639.154342,5.733830e+24,10.029194,4.871566e+09,1782.502311,1.804268e-05,0.921139,nan,1.517224e+11,1.473570e+11 
274,6176610.548467,3639.588568,5.732964e+24,10.029290,4.889673e+09,1782.698201,1.803623e-05,0.920908,nan,1.517928e+11,1.474275e+11 
275,6176114.475646,3640.022700,5.732099e+24,10.029387,4.907782e+09,1782.893999,1.802977e-05,0.920677,nan,1.518632e+11,1.474980e+11 
276,6175618.402825,3640.456739,5.731233e+24,10.029484,4.925893e+09,1783.089704,1.802333e-05,0.920447,nan,1.519336e+11,1.475685e+11 
277,6175122.330004,3640.890684,5.730368e+24,10.029580,4.944007e+09,1783.285315,1.801688e-05,0.920216,nan,1.520040e+11,1.476390e+11 
278,6174626.257183,3641.324537,5.729502e+24,10.029677,4.962123e+09,1783.480834,1.801044e-05,0.919986,nan,1.520744e+11,1.477094e+11 
279,6174130.184362,3641.758295,5.728637e+24,10.029774,4.980242e+09,1783.676260,1.800401e-05,0.919756,nan,1.521448e+11,1.477799e+11 
280,6173634.111541,3642.191961,5.727771e+24,10.029870,4.998362e+09,1783.871593,1.799758e-05,0.919526,nan,1.522152e+11,1.478504e+11 
281,6173138.038720,3642.625533,5.726906e+24,10.029967,5.016485e+09,1784.066834,1.799115e-05,0.919296,nan,1.522856e+11,1.479209e+11 
282,6172641.965899,3643.059013,5.726041e+24,10.030063,5.034611e+09,1784.261982,1.798473e-05,0.919067,nan,1.523560e+11,1.479914e+11 
283,6172145.893078,3643.492399,5.725175e+24,10.030160,5.052739e+09,1784.457038,1.797831e-05,0.918837,nan,1.524264e+11,1.480619e+11 
284,6171649.820257,3643.925693,5.724310e+24,10.030256,5.070869e+09,1784.652001,1.797190e-05,0.918608,nan,1.524968e+11,1.481324e+11 
285,6171153.747436,3644.358894,5.723445e+24,10.030352,5.089001e+09,1784.846872,1.796549e-05,0.918378,nan,1.525672e+11,1.482028e+11 
286,6170657.674615,3644.792002,5.722580e+24,10.030449,5.107136e+09,1785.041651,1.795909e-05,0.918149,nan,1.526376e+11,1.482733e+11 
287,6170161.601794,3645.225018,5.721715e+24,10.030545,5.125273e+09,1785.236337,1.795269e-05,0.917920,nan,1.527079e+11,1.483438e+11 
288,6169665.528973,3645.657940,5.720850e+24,10.030641,5.143412e+09,1785.430932,1.794630e-05,0.917691,nan,1.527783e+11,1.484143e+11 
289,6169169.456152,3646.090771,5.719985e+24,10.030738,5.161554e+09,1785.625434,1.793991e-05,0.917462,nan,1.528487e+11,1.484848e+11 
290,6168673.383331,3646.523509,5.719120e+24,10.030834,5.179698e+09,1785.819845,1.793352e-05,0.917234,nan,1.529191e+11,1.485552e+11 
291,6168177.310510,3646.956155,5.718255e+24,10.030930,5.197844e+09,1786.014164,1.792714e-05,0.917005,nan,1.529895e+11,1.486257e+11 
292,6167681.237689,3647.388708,5.717390e+24,10.031026,5.215993e+09,1786.208391,1.792076e-05,0.916777,nan,1.530599e+11,1.486962e+11 
293,6167185.164868,3647.821170,5.716525e+24,10.031122,5.234144e+09,1786.402526,1.791439e-05,0.916549,nan,1.531302e+11,1.487667e+11 
294,6166689.092047,3648.253539,5.715660e+24,10.031218,5.252297e+09,1786.596570,1.790802e-05,0.916321,nan,1.532006e+11,1.488372e+11 
295,6166193.019226,3648.685816,5.714795e+24,10.031314,5.270453e+09,1786.790522,1.790165e-05,0.916093,nan,1.532710e+11,1.489076e+11 
296,6165696.946405,3649.118001,5.713930e+24,10.031410,5.288611e+09,1786.984383,1.789529e-05,0.915865,nan,1.533414e+11,1.489781e+11 
297,6165200.873584,3649.550095,5.713065e+24,10.031506,5.306771e+09,1787.178153,1.788894e-05,0.915637,nan,1.534118e+11,1.490486e+11 
298,6164704.800763,3649.982097,5.712201e+24,10.031602,5.324934e+09,1787.371832,1.788259e-05,0.915410,nan,1.534821e+11,1.491190e+11 
299,6164208.727943,3650.414007,5.711336e+24,10.031698,5.343099e+09,1787.565419,1.787624e-05,0.915182,nan,1.535525e+11,1.491895e+11 
300,6163712.655122,3650.845825,5.710471e+24,10.031794,5.361266e+09,1787.758915,1.786990e-05,0.914955,nan,1.536229e+11,1.492600e+11 
301,6163216.582301,3651.277552,5.709607e+24,10.031890,5.379436e+09,1787.952320,1.786356e-05,0.914728,nan,1.536933e+11,1.493305e+11 
302,6162720.509480,3651.709187,5.708742e+24,10.031985,5.397607e+09,1788.145634,1.785723e-05,0.914501,nan,1.537636e+11,1.494009e+11 
303,6162224.436659,3652.140731,5.707878e+24,10.032081,5.415782e+09,1788.338858,1.785090e-05,0.914274,nan,1.538340e+11,1.494714e+11 
304,6161728.363838,3652.572184,5.707013e+24,10.032177,5.433958e+09,1788.531990,1.784457e-05,0.914047,nan,1.539044e+11,1.495419e+11 
305,6161232.291017,3653.003546,5.706149e+24,10.032273,5.452137e+09,1788.725032,1.783825e-05,0.913820,nan,1.539747e+11,1.496123e+11 
306,6160736.218196,3653.434816,5.705284e+24,10.032368,5.470318e+09,1788.917984,1.783194e-05,0.913594,nan,1.540451e+11,1.496828e+11 
307,6160240.145375,3653.865995,5.704420e+24,10.032464,5.488502e+09,1789.110845,1.782562e-05,0.913367,nan,1.541155e+11,1.497533e+11 
308,6159744.072554,3654.297084,5.703555e+24,10.032559,5.506688e+09,1789.303615,1.781932e-05,0.913141,nan,1.541858e+11,1.498237e+11 
309,6159247.999733,3654.728081,5.702691e+24,10.032655,5.524876e+09,1789.496295,1.781301e-05,0.912915,nan,1.542562e+11,1.498942e+11 
310,6158751.926912,3655.158987,5.701827e+24,10.032750,5.543066e+09,1789.688885,1.780671e-05,0.912689,nan,1.543266e+11,1.499647e+11 
311,6158255.854091,3655.589803,5.700963e+24,10.032846,5.561259e+09,1789.881384,1.780042e-05,0.912463,nan,1.543969e+11,1.500351e+11 
312,6157759.781270,3656.020528,5.700098e+24,10.032941,5.579454e+09,1790.073794,1.779413e-05,0.912237,nan,1.544673e+11,1.501056e+11 
313,6157263.708449,3656.451163,5.699234e+24,10.033037,5.597652e+09,1790.266113,1.778784e-05,0.912012,nan,1.545376e+11,1.501761e+11 
314,6156767.635628,3656.881707,5.698370e+24,10.033132,5.615851e+09,1790.458343,1.778156e-05,0.911786,nan,1.546080e+11,1.502465e+11 
315,6156271.562807,3657.312160,5.697506e+24,10.033227,5.634054e+09,1790.650482,1.777528e-05,0.911561,nan,1.546783e+11,1.503170e+11 
316,6155775.489986,3657.742523,5.696642e+24,10.033323,5.652258e+09,1790.842532,1.776901e-05,0.911336,nan,1.547487e+11,1.503875e+11 
317,6155279.417165,3658.172796,5.695778e+24,10.033418,5.670465e+09,1791.034492,1.776274e-05,0.911111,nan,1.548191e+11,1.504579e+11 
318,6154783.344344,3658.602979,5.694914e+24,10.033513,5.688674e+09,1791.226362,1.775647e-05,0.910886,nan,1.548894e+11,1.505284e+11 
319,6154287.271523,3659.033071,5.694050e+24,10.033609,5.706885e+09,1791.418143,1.775021e-05,0.910661,nan,1.549598e+11,1.505988e+11 
320,6153791.198702,3659.463074,5.693186e+24,10.033704,5.725099e+09,1791.609834,1.774396e-05,0.910436,nan,1.550301e+11,1.506693e+11 
321,6153295.125881,3659.892986,5.692322e+24,10.033799,5.743314e+09,1791.801436,1.773770e-05,0.910212,nan,1.551005e+11,1.507398e+11 
